AREA_CONGEST_LVL,MALE_PPLTN_RATE,FEMALE_PPLTN_RATE,PPLTN_RATE_0,PPLTN_RATE_10,PPLTN_RATE_20,PPLTN_RATE_30,PPLTN_RATE_40,PPLTN_RATE_50,PPLTN_RATE_60,PPLTN_RATE_70,RESNT_PPLTN_RATE,PPLTN_TIME,TEMP,SENSIBLE_TEMP,HUMIDITY,PRECIPITATION,UV_INDEX_LVL,PM25,PM10,GU_CONFIRMED,GU_ADDED,CONFIRMED,ADDED,DIED,T_DIED,장소명
여유,48.2,51.8,0.2,5.9,32.5,17.9,14.3,12.5,9.3,7.4,15.5,2023-02-19 9:40,4.4,4.6,84,-,2,37,56,168426,63,5906396,1980,6322,3,왕십리역
여유,51.6,48.4,0.3,5.7,18.5,20.9,22.4,17.2,10.4,4.5,20.5,2023-02-19 9:40,4.5,5,80,-,2,35,38,219515,69,5906396,1980,6322,3,DMC(디지털미디어시티)
여유,47.2,52.8,0.4,6.6,16.3,15.8,16.1,19.5,15.8,9.5,24,2023-02-19 9:40,4.6,4.9,78,-,2,30,43,299133,105,5906396,1980,6322,3,창동 신경제 중심지
여유,54.1,45.9,0.1,4.1,34.5,20.7,12.2,12.1,8.8,7.3,16.9,2023-02-19 9:40,2.2,2.5,79,-,2,45,52,232386,67,5906396,1980,6322,3,노량진
여유,50.5,49.5,1.2,4.1,15.5,18.2,17.2,20.4,12.5,10.9,37.6,2023-02-19 9:40,3.9,3.7,90,-,2,38,52,78986,30,5906396,1980,6322,3,낙산공원·이화마을
여유,45.1,54.9,0,7.5,16.4,16.5,15.6,19,13.9,11.1,39.2,2023-02-19 9:40,3.9,3.7,90,-,2,43,55,78986,30,5906396,1980,6322,3,북촌한옥마을
여유,47.6,52.4,0.3,5.6,19.1,20.1,18.7,15.7,10.9,9.7,20.1,2023-02-19 9:40,4.4,4.6,84,-,2,37,51,300428,106,5906396,1980,6322,3,가로수길
여유,53,47,0.3,5.3,24.8,23.3,14.5,14,12.1,5.7,20.1,2023-02-19 9:40,4.4,4.6,84,-,2,37,56,168426,63,5906396,1980,6322,3,성수카페거리
여유,50.6,49.4,0.3,5.3,20.7,15.7,15.6,16.6,14.1,11.8,28.5,2023-02-19 9:40,4.2,4.9,75,-,2,28,40,159254,49,5906396,1980,6322,3,수유리 먹자골목
여유,46.9,53.1,0.4,3.7,17.7,16.7,15.3,18.8,15.9,11.5,24.1,2023-02-19 9:40,4.2,4.9,75,-,2,30,43,172706,60,5906396,1980,6322,3,쌍문동 맛집거리
여유,45.5,54.5,0.3,5.5,24.7,22.6,18.3,14.3,8.6,5.7,21.9,2023-02-19 9:40,4.4,4.6,84,-,2,37,51,300428,106,5906396,1980,6322,3,압구정로데오거리
여유,51,49,0.4,5,13.3,19.2,19,17.5,13.3,12.3,20.3,2023-02-19 9:40,4.3,5,81,-,2,37,49,238321,60,5906396,1980,6322,3,여의도
여유,51.9,48.1,0.2,4.2,27,21.5,14,15,12.5,5.7,16,2023-02-19 9:40,4.3,5,81,-,2,37,49,238321,60,5906396,1980,6322,3,영등포 타임스퀘어
여유,54.8,45.2,0.4,4.3,25,18.3,17.4,15.5,11.1,7.8,15.5,2023-02-19 9:40,3.9,3.7,90,-,2,43,55,78986,30,5906396,1980,6322,3,인사동·익선동
여유,43,57,0.2,14.2,14.4,18.9,23.9,15.7,8.4,4.2,6.7,2023-02-19 9:40,4.4,4.6,84,-,2,35,41,121588,23,5906396,1980,6322,3,국립중앙박물관·용산가족공원
여유,49,51,0.7,5.3,18.7,18.6,18.5,18.8,12.7,6.7,17.2,2023-02-19 9:40,3.9,3.7,90,-,2,0,0,121588,23,5906396,1980,6322,3,남산공원
여유,50.3,49.7,0.8,6,13.4,19.3,18.2,20.1,13.8,8.4,16.8,2023-02-19 9:40,4.4,4.6,84,-,2,45,53,203813,68,5906396,1980,6322,3,뚝섬한강공원
보통,49,51,0.7,5.6,13.2,21.1,18.8,19.2,13.1,8.3,14,2023-02-19 9:40,4.3,5,81,-,2,35,38,219515,69,5906396,1980,6322,3,망원한강공원
여유,55.8,44.2,1.1,7.6,11.2,17.6,23.2,21.5,12.4,5.3,3.1,2023-02-19 9:40,4.6,4.6,92,-,2,43,51,232255,72,5906396,1980,6322,3,반포한강공원
여유,48.3,51.7,0.5,5.8,11.3,17.2,17.4,20,15.6,12.1,31.4,2023-02-19 9:40,4.2,4.9,75,-,2,28,40,159254,49,5906396,1980,6322,3,북서울꿈의숲
여유,54.2,45.8,1.8,11.7,15.2,16.4,15.1,17.6,14.7,7.6,16.8,2023-02-19 9:40,4.3,5.3,85,-,2,43,51,159254,49,5906396,1980,6322,3,서울대공원
여유,51.2,48.8,0.9,6.9,15.6,18.7,19.9,19.2,13.1,5.7,10.8,2023-02-19 9:40,4.4,4.6,84,-,2,37,56,168426,63,5906396,1980,6322,3,서울숲공원
보통,49,51,0.7,7.9,9.9,17.3,22.6,20.3,13.5,7.8,6.3,2023-02-19 9:40,4.5,5,80,-,2,35,38,219515,69,5906396,1980,6322,3,월드컵공원
여유,48.8,51.2,0.4,6.3,12.2,17.2,23.3,19.8,12.9,7.7,9.7,2023-02-19 9:40,4.3,5,81,-,2,35,41,121588,23,5906396,1980,6322,3,이촌한강공원
여유,58.8,41.2,0.7,6.6,7.3,16.2,28.8,22.8,12.3,5.4,5.9,2023-02-19 9:40,4.5,4.7,88,-,2,32,44,386243,126,5906396,1980,6322,3,잠실종합운동장
여유,50.3,49.7,1.3,9,11.5,14.6,26.5,18.6,12.5,6.1,8,2023-02-19 9:40,4.4,4.6,81,-,2,32,44,386243,126,5906396,1980,6322,3,잠실한강공원
여유,51.2,48.8,0.2,8.1,23.4,26.6,19.7,13.4,6.6,2,15.7,2023-02-19 9:45,4.2,4.7,81,-,2,37,51,300428,106,5906396,1980,6322,3,강남 MICE 관광특구
여유,48.9,51.1,0.4,5.6,19.4,20.7,19.1,16.3,11.4,7.1,12.7,2023-02-19 9:45,4.2,3.6,86,-,2,43,55,70984,17,5906396,1980,6322,3,동대문 관광특구
여유,48,52,0.7,5,21.7,22.5,18.8,16.8,9.6,5,14.6,2023-02-19 9:45,4.2,3.6,86,-,2,0,0,70984,17,5906396,1980,6322,3,명동 관광특구
여유,50.2,49.8,0.4,3.1,24.5,26.3,16.8,11.6,10.3,7.1,25.8,2023-02-19 9:45,4.3,4.7,83,-,2,35,41,121588,23,5906396,1980,6322,3,이태원 관광특구
여유,46.4,53.6,0.9,22.4,17.6,18.5,15.9,11.9,8.3,4.5,14.4,2023-02-19 9:45,4.4,4.5,79,-,2,32,44,386243,126,5906396,1980,6322,3,잠실 관광특구
여유,54.9,45.1,0.4,6,21,16.2,15.5,18.7,13.8,8.3,15.7,2023-02-19 9:45,4.2,3.6,86,-,2,43,55,78986,30,5906396,1980,6322,3,종로·청계 관광특구
여유,46.1,53.9,0.2,7.9,30.8,21.2,14.5,11.9,7.6,5.9,18.5,2023-02-19 9:45,4.3,5.4,81,-,2,35,38,219515,69,5906396,1980,6322,3,홍대 관광특구
여유,46.4,53.6,0.7,7.7,13.3,16.9,20.3,18.8,12.3,10,27.2,2023-02-19 9:45,4.2,3.6,86,-,2,43,55,78986,30,5906396,1980,6322,3,경복궁·서촌마을
여유,48.2,51.8,1,6.9,17,19.2,20.1,17.7,10,8.1,13.4,2023-02-19 9:45,4.2,3.6,86,-,2,43,55,78986,30,5906396,1980,6322,3,광화문·덕수궁
여유,50.8,49.2,0.2,5.6,21.2,16.6,18.3,18.1,11.9,8.1,19,2023-02-19 9:45,4.2,3.6,86,-,2,43,55,78986,30,5906396,1980,6322,3,창덕궁·종묘
여유,56.6,43.4,0.3,3.6,19.4,20.6,18.7,18.4,12.8,6.3,16.4,2023-02-19 9:45,3.6,4,79,-,2,41,58,133944,43,5906396,1980,6322,3,가산디지털단지역
여유,50,50,0.2,6.5,28.2,24.5,17.6,12.9,6.5,3.7,14.5,2023-02-19 9:45,4.2,4.7,81,-,2,43,51,300428,106,5906396,1980,6322,3,강남역
여유,47.7,52.3,0.2,4.7,31.8,18.5,13.7,13.1,10.1,8,18.5,2023-02-19 9:45,4.3,4.7,83,-,2,45,53,203813,68,5906396,1980,6322,3,건대입구역
여유,44.6,55.4,0.3,7.8,21.5,16,20.1,18.7,10.4,5.3,14.8,2023-02-19 9:45,4.7,4.9,90,-,2,43,51,232255,72,5906396,1980,6322,3,고속터미널역
여유,47.1,52.9,0.4,7.7,16.4,19.8,23.7,16.1,10,5.9,13.5,2023-02-19 9:45,4.2,4.7,81,-,2,43,51,232255,72,5906396,1980,6322,3,교대역
여유,55.7,44.3,0.3,3.5,19.7,25.5,19.2,15,10.1,6.7,22,2023-02-19 9:45,3.6,4,79,-,2,41,58,236569,67,5906396,1980,6322,3,구로디지털단지역
여유,53.4,46.6,0.4,5.9,20.8,20,21,18.1,10.2,3.6,12.1,2023-02-19 9:45,4.2,3.6,86,-,2,0,0,70984,17,5906396,1980,6322,3,서울역
여유,50.1,49.9,0.2,10.3,19.1,22,21.4,14.9,7.9,4.2,19,2023-02-19 9:45,4.2,4.7,81,-,2,37,51,300428,106,5906396,1980,6322,3,선릉역
여유,44.9,55.1,0.1,4.7,22.5,18.4,17,16,14,7.4,13.9,2023-02-19 9:45,2.5,2.9,78,-,2,37,49,236569,67,5906396,1980,6322,3,신도림역
여유,53.7,46.3,0.2,5.1,35.4,21.6,13.2,11,9.2,4.4,15.1,2023-02-19 9:45,2.5,2.9,78,-,2,34,54,292521,110,5906396,1980,6322,3,신림역
여유,44.8,55.2,0,7.3,48.5,17,8.2,8.3,6.7,4.1,17.1,2023-02-19 9:45,4.3,5.4,81,-,2,33,47,219515,69,5906396,1980,6322,3,신촌·이대역
여유,53.7,46.3,0.2,5,26,24,19.1,13.5,7.1,5.1,18.2,2023-02-19 9:45,4.2,4.7,81,-,2,37,51,300428,106,5906396,1980,6322,3,역삼역
여유,46,54,0.3,5.3,18.3,18.8,13.3,16.7,15.1,12.3,14.6,2023-02-19 9:45,3.9,3.8,79,-,2,34,44,267491,86,5906396,1980,6322,3,연신내역
여유,46.9,53.1,0.5,6.6,20.8,25.1,18.2,13.5,8.7,6.6,13.3,2023-02-19 9:45,4.3,4.7,83,-,2,35,41,121588,23,5906396,1980,6322,3,용산역
여유,48.1,51.9,0.2,6.1,31.4,17.5,13.4,13.1,10.3,8,16.7,2023-02-19 9:45,4.3,4.7,83,-,2,37,56,168426,63,5906396,1980,6322,3,왕십리역
여유,51.2,48.8,0.4,5.8,20.3,20.8,21.4,15.9,11,4.4,20.7,2023-02-19 9:45,4.9,5.2,78,-,2,35,38,219515,69,5906396,1980,6322,3,DMC(디지털미디어시티)
여유,46.9,53.1,0.5,6.4,16.2,15.2,16.1,19.6,15.6,10.4,23.6,2023-02-19 9:45,4.8,4.4,75,-,2,30,43,299133,105,5906396,1980,6322,3,창동 신경제 중심지
여유,54.1,45.9,0.2,4.5,34.4,20.4,12.1,12.5,8.8,7.2,17.3,2023-02-19 9:45,2.5,2.9,78,-,2,45,52,232386,67,5906396,1980,6322,3,노량진
여유,51.2,48.8,0.2,5.8,16,15.7,18.3,21.1,12.2,10.6,38.2,2023-02-19 9:45,4.2,3.6,86,-,2,38,52,78986,30,5906396,1980,6322,3,낙산공원·이화마을
여유,43,57,0,5.6,16.4,16.8,17.5,19,13.4,11.4,36.4,2023-02-19 9:45,4.2,3.6,86,-,2,43,55,78986,30,5906396,1980,6322,3,북촌한옥마을
여유,48.2,51.8,0.3,5.7,18.9,21.1,18.8,16.1,10.6,8.5,19.9,2023-02-19 9:45,4.3,4.7,83,-,2,37,51,300428,106,5906396,1980,6322,3,가로수길
여유,53.6,46.4,0.1,3.5,28.5,21.9,15.1,13.1,11.1,6.5,20.2,2023-02-19 9:45,4.3,4.7,83,-,2,37,56,168426,63,5906396,1980,6322,3,성수카페거리
여유,48.8,51.2,0.2,5.7,21.1,15.5,15.4,16.6,14.2,11.4,27.4,2023-02-19 9:45,4.2,4.5,74,-,2,28,40,159254,49,5906396,1980,6322,3,수유리 먹자골목
여유,46.4,53.6,0.1,4,17.9,17.9,14.7,18.9,14.8,11.6,24.6,2023-02-19 9:45,4.2,4.5,74,-,2,30,43,172706,60,5906396,1980,6322,3,쌍문동 맛집거리
여유,45.2,54.8,0.3,5,24.8,23.4,17.8,13.9,8.9,5.9,21.7,2023-02-19 9:45,4.3,4.7,83,-,2,37,51,300428,106,5906396,1980,6322,3,압구정로데오거리
여유,50.9,49.1,0.4,5.6,14,18.8,18.9,17.2,13.3,11.9,20.4,2023-02-19 9:45,4.3,5.4,81,-,2,37,49,238321,60,5906396,1980,6322,3,여의도
여유,52.2,47.8,0.1,4.8,26.8,21.6,13.7,14.6,12.7,5.7,17.1,2023-02-19 9:45,4.3,5.4,81,-,2,37,49,238321,60,5906396,1980,6322,3,영등포 타임스퀘어
여유,54,46,0.3,4.7,24.6,18.7,17.4,15.2,10.7,8.3,15.4,2023-02-19 9:45,4.2,3.6,86,-,2,43,55,78986,30,5906396,1980,6322,3,인사동·익선동
보통,42.9,57.1,0.4,12.9,14.6,17.5,25.3,16.6,8.8,4.1,5.9,2023-02-19 9:45,4.3,4.7,83,-,2,35,41,121588,23,5906396,1980,6322,3,국립중앙박물관·용산가족공원
여유,49.8,50.2,0.5,6.2,17.9,20,18.2,18.3,12.6,6.2,17.3,2023-02-19 9:45,4.2,3.6,86,-,2,0,0,121588,23,5906396,1980,6322,3,남산공원
여유,49.6,50.4,0.9,5.4,12.9,19.8,18.7,17.9,15,9.5,16.4,2023-02-19 9:45,4.3,4.7,83,-,2,45,53,203813,68,5906396,1980,6322,3,뚝섬한강공원
보통,52.3,47.7,0.7,6,13.6,19,21,17.6,13.2,8.9,13.7,2023-02-19 9:45,4.3,5.4,81,-,2,35,38,219515,69,5906396,1980,6322,3,망원한강공원
여유,56,44,0.2,6.6,11,19.5,26.2,17.7,12,6.7,1.9,2023-02-19 9:45,4.7,4.9,90,-,2,43,51,232255,72,5906396,1980,6322,3,반포한강공원
여유,47,53,0.7,5.6,11.1,17,17.3,20.9,15.4,11.9,32.4,2023-02-19 9:45,4.2,4.5,74,-,2,28,40,159254,49,5906396,1980,6322,3,북서울꿈의숲
여유,50.8,49.2,1.6,11.4,13.8,16.5,18.2,16.1,14.6,7.8,17.8,2023-02-19 9:45,4.2,4.7,81,-,2,43,51,159254,49,5906396,1980,6322,3,서울대공원
여유,51.3,48.7,0.5,7.3,15.2,18.9,17.7,20,13.6,6.6,10.3,2023-02-19 9:45,4.3,4.7,83,-,2,37,56,168426,63,5906396,1980,6322,3,서울숲공원
여유,51.3,48.7,0.9,6,10.7,17.9,21.3,20.5,13.3,9.5,6.3,2023-02-19 9:45,4.9,5.2,78,-,2,35,38,219515,69,5906396,1980,6322,3,월드컵공원
여유,50.9,49.1,0.6,6.5,9.9,18.3,24.1,19.9,13.2,7.5,10.2,2023-02-19 9:45,4.3,5.4,81,-,2,35,41,121588,23,5906396,1980,6322,3,이촌한강공원
여유,58.9,41.1,0.6,9.5,8.2,12.8,28.2,24.1,10,6.5,5.4,2023-02-19 9:45,4.7,4.6,84,-,2,32,44,386243,126,5906396,1980,6322,3,잠실종합운동장
여유,51,49,1.6,9.8,10,15.9,25,20,11.4,6.3,7.8,2023-02-19 9:45,4.4,4.5,79,-,2,32,44,386243,126,5906396,1980,6322,3,잠실한강공원
여유,50,50,0.3,7,23.9,26.4,20.2,13.3,6.8,2,16.3,2023-02-19 9:55,4.1,4.9,81,-,2,37,51,300428,106,5906396,1980,6322,3,강남 MICE 관광특구
여유,49.7,50.3,0.4,4.2,19.1,22.3,17.9,17.7,11,7.4,13.6,2023-02-19 9:55,4.1,2.7,82,-,2,43,55,70984,17,5906396,1980,6322,3,동대문 관광특구
여유,47.9,52.1,0.5,5.1,21.9,23.2,19.3,16.7,8.7,4.6,15.9,2023-02-19 9:55,4.1,2.7,82,-,2,0,0,70984,17,5906396,1980,6322,3,명동 관광특구
여유,49.7,50.3,0.5,3.5,24.1,26.1,15.7,12.6,9.9,7.5,23.7,2023-02-19 9:55,4.4,4.9,82,-,2,35,41,121588,23,5906396,1980,6322,3,이태원 관광특구
여유,44.7,55.3,0.9,24,17.5,17.8,15.9,11.8,7.8,4.4,13.9,2023-02-19 9:55,4.6,4.6,79,-,2,32,44,386243,126,5906396,1980,6322,3,잠실 관광특구
여유,55,45,0.2,6.4,21.9,15.5,14.9,19.5,13.5,8.2,15.4,2023-02-19 9:55,4.1,2.7,82,-,2,43,55,78986,30,5906396,1980,6322,3,종로·청계 관광특구
여유,46.2,53.8,0.4,8.4,30.3,20.7,14.7,12.3,7.4,5.8,18,2023-02-19 9:55,4.1,4.7,78,-,2,35,38,219515,69,5906396,1980,6322,3,홍대 관광특구
여유,47.2,52.8,0.5,7.5,13.4,17.5,19.3,19.4,13.4,9,23.8,2023-02-19 9:55,4.1,2.7,82,-,2,43,55,78986,30,5906396,1980,6322,3,경복궁·서촌마을
여유,48.5,51.5,0.9,7,16.1,18.1,22.7,16.9,10.3,8.1,13.3,2023-02-19 9:55,4.1,2.7,82,-,2,43,55,78986,30,5906396,1980,6322,3,광화문·덕수궁
여유,49.3,50.7,0.4,5.2,20.8,17.5,17.9,18.7,11.5,8.1,18.9,2023-02-19 9:55,4.1,2.7,82,-,2,43,55,78986,30,5906396,1980,6322,3,창덕궁·종묘
여유,54.5,45.5,0.3,3.5,19.8,19.8,18.7,19.9,12.3,5.7,17.3,2023-02-19 9:55,3.7,4.2,79,-,2,41,58,133944,43,5906396,1980,6322,3,가산디지털단지역
여유,50.2,49.8,0.1,7.6,27.9,24.9,16.4,12,7,4.1,13.8,2023-02-19 9:55,4.1,4.9,81,-,2,43,51,300428,106,5906396,1980,6322,3,강남역
여유,47,53,0.2,5.8,30.7,19,13.6,12.9,9.8,8,19,2023-02-19 9:55,4.4,4.9,82,-,2,45,53,203813,68,5906396,1980,6322,3,건대입구역
여유,45.3,54.7,0.3,9.6,22.9,16.6,18.3,17.1,10.2,5,14.3,2023-02-19 9:55,4.6,4.8,90,-,2,43,51,232255,72,5906396,1980,6322,3,고속터미널역
여유,46.5,53.5,0.4,9.3,16.6,20.3,23.2,14.7,9.4,6,13.6,2023-02-19 9:55,4.1,4.9,81,-,2,43,51,232255,72,5906396,1980,6322,3,교대역
여유,54.3,45.7,0.4,3.2,20.4,24.5,19.7,15,9.5,7.3,21.7,2023-02-19 9:55,3.7,4.2,79,-,2,41,58,236569,67,5906396,1980,6322,3,구로디지털단지역
여유,51.8,48.2,0.4,6.6,19.7,21.2,20.2,17.5,10.5,3.6,11.8,2023-02-19 9:55,4.1,2.7,82,-,2,0,0,70984,17,5906396,1980,6322,3,서울역
여유,49.4,50.6,0.3,10,19.5,22.9,19.7,14.6,8.2,4.8,19.2,2023-02-19 9:55,4.1,4.9,81,-,2,37,51,300428,106,5906396,1980,6322,3,선릉역
여유,46.7,53.3,0.2,5.2,19.2,19.9,16.2,15.9,14,9.3,16.4,2023-02-19 9:55,2.6,3.2,76,-,2,37,49,236569,67,5906396,1980,6322,3,신도림역
여유,52.3,47.7,0.2,4.1,36,22.4,13.1,11.3,8,4.9,15.6,2023-02-19 9:55,2.6,3.2,76,-,2,34,54,292521,110,5906396,1980,6322,3,신림역
여유,45.4,54.6,0.1,6.3,48.3,17.2,9.2,9.4,5.6,3.9,17.3,2023-02-19 9:55,4.1,4.7,78,-,2,33,47,219515,69,5906396,1980,6322,3,신촌·이대역
여유,53.8,46.2,0.1,4.8,26.5,24.1,19.3,12.9,6.8,5.5,18.7,2023-02-19 9:55,4.1,4.9,81,-,2,37,51,300428,106,5906396,1980,6322,3,역삼역
여유,46.9,53.1,0.2,5.5,18.3,16.1,14.9,17.8,15.2,11.9,15.7,2023-02-19 9:55,3.8,4.2,77,-,2,34,44,267491,86,5906396,1980,6322,3,연신내역
여유,47.2,52.8,0.7,7.5,22.5,23.2,17.8,14.6,8.4,5.3,13.8,2023-02-19 9:55,4.4,4.9,82,-,2,35,41,121588,23,5906396,1980,6322,3,용산역
여유,47.2,52.8,0.4,7.6,31.8,17.3,13.4,12.6,9.2,7.7,17.4,2023-02-19 9:55,4.4,4.9,82,-,2,37,56,168426,63,5906396,1980,6322,3,왕십리역
여유,49.7,50.3,0.7,6.6,19.2,21.7,19.8,15.8,10.7,5.4,21.5,2023-02-19 9:55,5.1,5.4,75,-,2,35,38,219515,69,5906396,1980,6322,3,DMC(디지털미디어시티)
여유,47.7,52.3,0.5,7,16.8,15.7,16.3,19.2,15,9.5,24.1,2023-02-19 9:55,4.8,4.7,74,-,2,30,43,299133,105,5906396,1980,6322,3,창동 신경제 중심지
여유,54.2,45.8,0.2,4.4,33.5,19.6,12.9,13.3,8.7,7.5,18.4,2023-02-19 9:55,2.6,3.2,76,-,2,45,52,232386,67,5906396,1980,6322,3,노량진
여유,52.2,47.8,0.6,4.5,17.3,16.4,17,20.8,13.3,10,36.4,2023-02-19 9:55,4.1,2.7,82,-,2,38,52,78986,30,5906396,1980,6322,3,낙산공원·이화마을
여유,46.8,53.2,0.2,6,14.7,16.5,16.8,19,14.3,12.4,36.7,2023-02-19 9:55,4.1,2.7,82,-,2,43,55,78986,30,5906396,1980,6322,3,북촌한옥마을
여유,47.4,52.6,0.2,6,19.7,21.5,19,14.6,10.4,8.6,19.8,2023-02-19 9:55,4.4,4.9,82,-,2,37,51,300428,106,5906396,1980,6322,3,가로수길
여유,52.8,47.2,0,5.5,27.8,19.9,16.6,13.7,11.3,5.2,19.4,2023-02-19 9:55,4.4,4.9,82,-,2,37,56,168426,63,5906396,1980,6322,3,성수카페거리
여유,50.1,49.9,0.2,5.5,20.7,15.9,15.9,16.5,14,11.3,28,2023-02-19 9:55,4.4,4.6,72,-,2,28,40,159254,49,5906396,1980,6322,3,수유리 먹자골목
여유,45.9,54.1,0.1,4.2,18,16.9,14.7,18.1,15.7,12.2,23,2023-02-19 9:55,4.4,4.6,72,-,2,30,43,172706,60,5906396,1980,6322,3,쌍문동 맛집거리
여유,46.1,53.9,0.2,5.2,25.1,22.8,19,13.9,8.7,5,22.2,2023-02-19 9:55,4.4,4.9,82,-,2,37,51,300428,106,5906396,1980,6322,3,압구정로데오거리
여유,49.1,50.9,0.4,5.4,13.3,18.2,18.9,17,14,12.7,19.7,2023-02-19 9:55,4.1,4.7,78,-,2,37,49,238321,60,5906396,1980,6322,3,여의도
여유,50.9,49.1,0.1,4.7,25.4,22.1,13.1,15.9,13.4,5.4,16.5,2023-02-19 10:00,4.1,4.7,78,-,2,37,49,238321,60,5906396,1980,6322,3,영등포 타임스퀘어
여유,53.1,46.9,0.4,5,25.1,19.4,17.5,13.8,10.8,7.9,15.4,2023-02-19 10:00,4.1,2.7,82,-,2,43,55,78986,30,5906396,1980,6322,3,인사동·익선동
보통,44.8,55.2,0.6,10.5,14.2,17.6,28.6,16.5,8.3,3.7,4.8,2023-02-19 10:00,4.4,4.9,82,-,2,35,41,121588,23,5906396,1980,6322,3,국립중앙박물관·용산가족공원
여유,48.9,51.1,0.9,6.1,18.5,19.1,18,18.7,11.8,6.8,16.9,2023-02-19 10:00,4.1,2.7,82,-,2,0,0,121588,23,5906396,1980,6322,3,남산공원
여유,50.2,49.8,1.1,6.4,13.9,18.3,17.4,18.8,14.2,9.8,17,2023-02-19 10:00,4.4,4.9,82,-,2,45,53,203813,68,5906396,1980,6322,3,뚝섬한강공원
보통,49.8,50.2,0.5,6.5,11.8,20.2,19.3,18.3,15.3,8.1,13.1,2023-02-19 10:00,4.1,4.7,78,-,2,35,38,219515,69,5906396,1980,6322,3,망원한강공원
여유,52.8,47.2,0.9,5.3,10.9,22.2,26.1,18.4,11.3,4.8,2.1,2023-02-19 10:00,4.6,4.8,90,-,2,43,51,232255,72,5906396,1980,6322,3,반포한강공원
여유,48.8,51.2,0.5,6.6,10.6,17.2,18.1,19.6,15.2,12.1,31.6,2023-02-19 10:00,4.4,4.6,72,-,2,28,40,159254,49,5906396,1980,6322,3,북서울꿈의숲
여유,51.6,48.4,1.9,14.4,13.7,16,18.5,14.9,13.1,7.6,14.5,2023-02-19 10:00,4.1,4.9,81,-,2,43,51,159254,49,5906396,1980,6322,3,서울대공원
여유,51.8,48.2,1.3,5.8,16,19.1,20,18.7,13,6.1,11.4,2023-02-19 10:00,4.4,4.9,82,-,2,37,56,168426,63,5906396,1980,6322,3,서울숲공원
보통,51.2,48.8,1.2,7.9,10.8,18,21.9,18.6,12.7,8.9,6.3,2023-02-19 10:00,5.1,5.4,75,-,2,35,38,219515,69,5906396,1980,6322,3,월드컵공원
여유,50.3,49.7,0.6,8.1,12.5,19.5,21.2,17.6,12.6,8,8.8,2023-02-19 10:00,4.1,4.7,78,-,2,35,41,121588,23,5906396,1980,6322,3,이촌한강공원
여유,56.7,43.3,0.9,6.3,10.3,18.8,28.2,21.7,10.2,3.8,5,2023-02-19 10:00,4.7,4.7,82,-,2,32,44,386243,126,5906396,1980,6322,3,잠실종합운동장
