AREA_CONGEST_LVL,MALE_PPLTN_RATE,FEMALE_PPLTN_RATE,PPLTN_RATE_0,PPLTN_RATE_10,PPLTN_RATE_20,PPLTN_RATE_30,PPLTN_RATE_40,PPLTN_RATE_50,PPLTN_RATE_60,PPLTN_RATE_70,RESNT_PPLTN_RATE,PPLTN_TIME,TEMP,SENSIBLE_TEMP,HUMIDITY,PRECIPITATION,UV_INDEX_LVL,PM25,PM10,GU_CONFIRMED,GU_ADDED,CONFIRMED,ADDED,DIED,T_DIED,장소명
여유,50.9,49.1,0.6,8.2,11.4,14.9,26.1,19.2,13.1,6.5,8.4,2023-02-19 10:00,4.6,4.6,79,-,2,32,44,386243,126,5906396,1980,6322,3,잠실한강공원
여유,48.5,51.5,0.2,6.3,25.3,27.2,21.5,12,5.6,1.9,15,2023-02-19 10:05,4.4,5.2,81,-,2,37,51,300428,106,5906396,1980,6322,3,강남 MICE 관광특구
여유,48.1,51.9,0.4,4.7,19,21,18.9,17.7,10.8,7.5,14.1,2023-02-19 10:05,4.3,3.7,78,-,2,43,55,70984,17,5906396,1980,6322,3,동대문 관광특구
여유,48.3,51.7,0.6,5.3,22.3,22.9,19.6,16.7,8.6,4.1,16.5,2023-02-19 10:05,4.3,3.7,78,-,2,0,0,70984,17,5906396,1980,6322,3,명동 관광특구
여유,48.2,51.8,0.9,2.8,26.5,25.3,16.1,12.1,9.6,6.7,26,2023-02-19 10:05,4.4,4.3,79,-,2,35,41,121588,23,5906396,1980,6322,3,이태원 관광특구
여유,45.3,54.7,1.2,22.8,17.9,19,16.1,11.4,7.4,4.2,14.1,2023-02-19 10:05,4.7,4.3,76,-,2,32,44,386243,126,5906396,1980,6322,3,잠실 관광특구
여유,53.2,46.8,0.2,6,20.7,16.7,15.6,18.4,14,8.3,15.6,2023-02-19 10:05,4.3,3.7,78,-,2,43,55,78986,30,5906396,1980,6322,3,종로·청계 관광특구
여유,45.2,54.8,0.4,8.3,30.9,21.2,14.6,11.9,7.2,5.4,17.8,2023-02-19 10:05,4.4,4.9,76,-,2,35,38,219515,69,5906396,1980,6322,3,홍대 관광특구
여유,46,54,0.6,8.4,13.8,16.8,20,18.4,12.6,9.3,23.7,2023-02-19 10:05,4.3,3.7,78,-,2,43,55,78986,30,5906396,1980,6322,3,경복궁·서촌마을
여유,46.1,53.9,1.2,8,15.5,19.3,22.5,16.1,9.9,7.5,12.2,2023-02-19 10:05,4.3,3.7,78,-,2,43,55,78986,30,5906396,1980,6322,3,광화문·덕수궁
여유,49.6,50.4,0.2,5.2,21.4,17.5,17.6,18.3,11.4,8.4,18.3,2023-02-19 10:05,4.3,3.7,78,-,2,43,55,78986,30,5906396,1980,6322,3,창덕궁·종묘
여유,55.4,44.6,0.3,2.9,19.9,21.4,19,18.9,12.3,5.3,17.6,2023-02-19 10:05,4.1,5.3,76,-,2,41,58,133944,43,5906396,1980,6322,3,가산디지털단지역
여유,49.3,50.7,0.2,8.3,28.1,24.8,16.1,11.1,7.3,4.1,14.6,2023-02-19 10:05,4.4,5.2,81,-,2,43,51,300428,106,5906396,1980,6322,3,강남역
여유,46.5,53.5,0.3,5,31.9,19,13.8,12.6,10.1,7.2,19.1,2023-02-19 10:05,4.4,4.3,79,-,2,45,53,203813,68,5906396,1980,6322,3,건대입구역
여유,44.4,55.6,0.2,7.7,23.5,17.1,18.5,16.1,11,5.9,15.9,2023-02-19 10:05,5,5.2,86,-,2,43,51,232255,72,5906396,1980,6322,3,고속터미널역
여유,46.6,53.4,0.4,10,17.8,19.7,21.3,15.6,9.9,5.4,13.4,2023-02-19 10:05,4.4,5.2,81,-,2,43,51,232255,72,5906396,1980,6322,3,교대역
여유,53.4,46.6,0.2,2.6,21.2,25.4,18.4,15.4,10,6.8,21.7,2023-02-19 10:05,4.1,5.3,76,-,2,41,58,236569,67,5906396,1980,6322,3,구로디지털단지역
여유,50.4,49.6,0.6,6.3,19.9,21.2,18.5,17.6,11.5,4.4,13.5,2023-02-19 10:05,4.3,3.7,78,-,2,0,0,70984,17,5906396,1980,6322,3,서울역
여유,49.2,50.8,0.3,9,19.6,23.3,20.9,13.8,8.4,4.7,19.4,2023-02-19 10:05,4.4,5.2,81,-,2,37,51,300428,106,5906396,1980,6322,3,선릉역
여유,41.7,58.3,0.1,6,20.1,18.4,16.1,16.2,13.5,9.7,12.9,2023-02-19 10:05,2.6,2.2,73,-,2,37,49,236569,67,5906396,1980,6322,3,신도림역
여유,52.8,47.2,0.1,4.5,36.6,22.7,12.8,10.3,7.8,5.3,16.2,2023-02-19 10:05,2.6,2.2,73,-,2,34,54,292521,110,5906396,1980,6322,3,신림역
여유,43.7,56.3,0.2,7.1,49,16.5,9.3,8.5,5.8,3.7,17.8,2023-02-19 10:05,4.4,4.9,76,-,2,33,47,219515,69,5906396,1980,6322,3,신촌·이대역
여유,51.8,48.2,0.2,5.3,26.7,24.9,18.3,13.1,7.1,4.4,18.2,2023-02-19 10:05,4.4,5.2,81,-,2,37,51,300428,106,5906396,1980,6322,3,역삼역
여유,46.9,53.1,0,5.5,20.1,16.8,15.3,16.7,14,11.5,14.7,2023-02-19 10:05,3.9,4.6,76,-,2,34,44,267491,86,5906396,1980,6322,3,연신내역
여유,47.5,52.5,0.8,6.2,21.8,25.3,17.3,14.3,8.9,5.5,15.4,2023-02-19 10:05,4.4,4.3,79,-,2,35,41,121588,23,5906396,1980,6322,3,용산역
여유,46.4,53.6,0.2,5,32.7,17.9,14.1,12.7,9.7,7.7,15.9,2023-02-19 10:05,4.4,4.3,79,-,2,37,56,168426,63,5906396,1980,6322,3,왕십리역
여유,48.1,51.9,0.6,6,20.6,21.5,20.8,15.1,10.2,5.2,21,2023-02-19 10:05,4.7,4.5,74,-,2,35,38,219515,69,5906396,1980,6322,3,DMC(디지털미디어시티)
여유,47.2,52.8,0.5,6.9,16.9,15.9,16.1,19.3,14.5,9.8,24.3,2023-02-19 10:05,4.9,4.4,70,-,2,30,43,299133,105,5906396,1980,6322,3,창동 신경제 중심지
여유,54.4,45.6,0.2,3.8,33.1,20.7,13.4,13,8.7,7.2,18.3,2023-02-19 10:05,2.6,2.2,73,-,2,45,52,232386,67,5906396,1980,6322,3,노량진
여유,48.8,51.2,0.9,3.9,20.2,18.3,15.3,17.9,13.9,9.7,35,2023-02-19 10:05,4.3,3.7,78,-,2,38,52,78986,30,5906396,1980,6322,3,낙산공원·이화마을
여유,44.7,55.3,0.2,6,14.8,18.9,16.7,20.1,13.2,10.1,35.4,2023-02-19 10:05,4.3,3.7,78,-,2,43,55,78986,30,5906396,1980,6322,3,북촌한옥마을
여유,47.1,52.9,0.5,5.9,20,22,19.1,14.1,10.2,8.4,20.2,2023-02-19 10:05,4.4,4.3,79,-,2,37,51,300428,106,5906396,1980,6322,3,가로수길
여유,55.5,44.5,0.2,6.1,24.9,20.9,16.3,13,12.4,6.1,19,2023-02-19 10:05,4.4,4.3,79,-,2,37,56,168426,63,5906396,1980,6322,3,성수카페거리
여유,49.4,50.6,0.2,5.7,22.5,15.6,15,16.2,13.5,11.4,27.6,2023-02-19 10:05,4.4,4.3,68,-,2,28,40,159254,49,5906396,1980,6322,3,수유리 먹자골목
여유,46.3,53.7,0.3,5.1,18.2,15.8,14,19.2,14.4,13.1,22.7,2023-02-19 10:05,4.4,4.3,68,-,2,30,43,172706,60,5906396,1980,6322,3,쌍문동 맛집거리
여유,45.3,54.7,0.2,5.7,24.3,24.3,18.7,14.2,8,4.5,23.9,2023-02-19 10:05,4.4,4.3,79,-,2,37,51,300428,106,5906396,1980,6322,3,압구정로데오거리
여유,47.5,52.5,0.4,5.6,12.8,18.2,18.6,16.9,14.4,13.1,18.6,2023-02-19 10:05,4.4,4.9,76,-,2,37,49,238321,60,5906396,1980,6322,3,여의도
여유,50.7,49.3,0.1,4.4,26.9,22,13.5,15.1,12.4,5.6,16.6,2023-02-19 10:05,4.4,4.9,76,-,2,37,49,238321,60,5906396,1980,6322,3,영등포 타임스퀘어
여유,52.2,47.8,0.4,5.8,26,19.7,16.2,13.8,10.2,7.9,15,2023-02-19 10:05,4.3,3.7,78,-,2,43,55,78986,30,5906396,1980,6322,3,인사동·익선동
보통,43.2,56.8,0.5,13.6,15.1,16.7,26.2,15.4,8.6,3.9,6.1,2023-02-19 10:05,4.4,4.3,79,-,2,35,41,121588,23,5906396,1980,6322,3,국립중앙박물관·용산가족공원
여유,48.6,51.4,0.6,5,19,20.6,18.1,18,12.1,6.6,16.6,2023-02-19 10:05,4.3,3.7,78,-,2,0,0,121588,23,5906396,1980,6322,3,남산공원
여유,48.7,51.3,0.8,5.2,13.7,19.1,19.3,18.5,15,8.3,17,2023-02-19 10:05,4.4,4.3,79,-,2,45,53,203813,68,5906396,1980,6322,3,뚝섬한강공원
보통,49.2,50.8,0.8,6.5,12.7,20.1,20.7,18.9,11.5,8.8,13.9,2023-02-19 10:05,4.4,4.9,76,-,2,35,38,219515,69,5906396,1980,6322,3,망원한강공원
여유,50.9,49.1,0.7,5.4,11.6,19.2,22.3,19.9,15.1,5.8,2.8,2023-02-19 10:05,5,5.2,86,-,2,43,51,232255,72,5906396,1980,6322,3,반포한강공원
여유,46.8,53.2,0.4,5.6,12.2,17.2,20,18.8,14.8,11.1,30.7,2023-02-19 10:05,4.4,4.3,68,-,2,28,40,159254,49,5906396,1980,6322,3,북서울꿈의숲
여유,51.7,48.3,1.4,16.1,12.6,16.7,19.7,14.3,12.3,6.9,13.1,2023-02-19 10:05,4.4,5.2,81,-,2,43,51,159254,49,5906396,1980,6322,3,서울대공원
여유,50.4,49.6,0.8,6.2,14.6,20,19.6,18.6,13.3,6.8,11,2023-02-19 10:05,4.4,4.3,79,-,2,37,56,168426,63,5906396,1980,6322,3,서울숲공원
보통,52.4,47.6,1.1,7.1,11.7,17.4,20.9,19.6,12.6,9.7,6.1,2023-02-19 10:05,4.7,4.5,74,-,2,35,38,219515,69,5906396,1980,6322,3,월드컵공원
여유,49.6,50.4,0.3,7.4,11.5,17.8,23.5,18.8,13.3,7.3,10,2023-02-19 10:05,4.4,4.9,76,-,2,35,41,121588,23,5906396,1980,6322,3,이촌한강공원
여유,55,45,1.1,7,12.5,15.1,28,21.6,10.9,3.9,5.2,2023-02-19 10:05,4.8,5.1,78,-,2,32,44,386243,126,5906396,1980,6322,3,잠실종합운동장
여유,51.3,48.7,0.9,10.7,12.6,13.7,26.2,16.6,13.1,6.2,9.4,2023-02-19 10:05,4.7,4.3,76,-,2,32,44,386243,126,5906396,1980,6322,3,잠실한강공원
여유,48.3,51.7,0.2,7.1,24,28.5,21.5,12,4.9,1.8,15,2023-02-19 10:10,4.4,5.2,81,-,2,37,51,300428,106,5906396,1980,6322,3,강남 MICE 관광특구
여유,48.5,51.5,0.3,4.6,19,20.3,18.3,17.8,11.3,8.3,13.3,2023-02-19 10:10,4.3,3.7,78,-,2,43,55,70984,17,5906396,1980,6322,3,동대문 관광특구
여유,47.1,52.9,0.7,5.6,21.8,22.7,19.8,16.2,8.6,4.5,16.7,2023-02-19 10:10,4.3,3.7,78,-,2,0,0,70984,17,5906396,1980,6322,3,명동 관광특구
여유,48.6,51.4,0.7,2.2,26.3,25.6,17.1,12.1,9.4,6.6,25.4,2023-02-19 10:10,4.4,4.3,79,-,2,35,41,121588,23,5906396,1980,6322,3,이태원 관광특구
여유,46,54,1.2,23.4,17.4,18.8,16.4,11.3,7.3,4.1,13.8,2023-02-19 10:10,4.7,4.3,76,-,2,32,44,386243,126,5906396,1980,6322,3,잠실 관광특구
여유,53.5,46.5,0.4,5.9,21.2,16.4,15.3,18.8,13.3,8.8,15.8,2023-02-19 10:10,4.3,3.7,78,-,2,43,55,78986,30,5906396,1980,6322,3,종로·청계 관광특구
여유,45.1,54.9,0.3,9.3,30.9,20.7,14.5,11.8,7,5.4,17.5,2023-02-19 10:10,4.4,4.9,76,-,2,35,38,219515,69,5906396,1980,6322,3,홍대 관광특구
여유,46.4,53.6,1,8.6,13.7,16.2,19.7,18.4,13.1,9.2,22.6,2023-02-19 10:10,4.3,3.7,78,-,2,43,55,78986,30,5906396,1980,6322,3,경복궁·서촌마을
여유,47.7,52.3,0.9,7.5,15,18.4,23.6,16.9,9.9,7.9,11.8,2023-02-19 10:10,4.3,3.7,78,-,2,43,55,78986,30,5906396,1980,6322,3,광화문·덕수궁
여유,48.7,51.3,0.3,5.8,21.8,17.8,17.6,17.8,10.5,8.4,17.6,2023-02-19 10:10,4.3,3.7,78,-,2,43,55,78986,30,5906396,1980,6322,3,창덕궁·종묘
여유,55.9,44.1,0.3,3.9,19.1,20.3,19.6,18.1,12.8,6,16.9,2023-02-19 10:10,4.1,5.3,76,-,2,41,58,133944,43,5906396,1980,6322,3,가산디지털단지역
여유,49.9,50.1,0.3,7.1,28.6,25,16.9,10.9,6.9,4.4,14.4,2023-02-19 10:10,4.4,5.2,81,-,2,43,51,300428,106,5906396,1980,6322,3,강남역
여유,48.3,51.7,0.2,5.4,31,19.5,13.6,13.1,10,7.4,19.6,2023-02-19 10:10,4.4,4.3,79,-,2,45,53,203813,68,5906396,1980,6322,3,건대입구역
여유,44.4,55.6,0.3,7.5,23,17.2,19.1,17.1,10.5,5.3,15.7,2023-02-19 10:10,5,5.2,86,-,2,43,51,232255,72,5906396,1980,6322,3,고속터미널역
여유,47.4,52.6,0.2,10.6,17.2,19.7,20.8,15.8,10.4,5.3,13.3,2023-02-19 10:10,4.4,5.2,81,-,2,43,51,232255,72,5906396,1980,6322,3,교대역
여유,55,45,0.3,2.7,20.7,24.2,19.2,16.4,10.1,6.4,21.2,2023-02-19 10:10,4.1,5.3,76,-,2,41,58,236569,67,5906396,1980,6322,3,구로디지털단지역
여유,53.5,46.5,0.3,7.2,18.1,21.7,20.3,18,10.2,4.1,13.9,2023-02-19 10:10,4.3,3.7,78,-,2,0,0,70984,17,5906396,1980,6322,3,서울역
여유,50.2,49.8,0.4,9.4,18.4,22.5,20.5,15.3,8.8,4.6,19.1,2023-02-19 10:10,4.4,5.2,81,-,2,37,51,300428,106,5906396,1980,6322,3,선릉역
여유,43.7,56.3,0.1,6.3,18.6,18.8,17.9,16.8,12.8,8.7,14.5,2023-02-19 10:10,2.6,2.2,73,-,2,37,49,236569,67,5906396,1980,6322,3,신도림역
여유,52.4,47.6,0.1,4.5,35,23,13.7,11.3,7.3,5.2,15.9,2023-02-19 10:10,2.6,2.2,73,-,2,34,54,292521,110,5906396,1980,6322,3,신림역
여유,45,55,0.1,7,47.5,17.2,8.9,9.5,5.7,4.1,17.4,2023-02-19 10:10,4.4,4.9,76,-,2,33,47,219515,69,5906396,1980,6322,3,신촌·이대역
여유,52.8,47.2,0.2,4.7,26.6,24.7,19.2,12.7,7,4.9,18.7,2023-02-19 10:10,4.4,5.2,81,-,2,37,51,300428,106,5906396,1980,6322,3,역삼역
여유,47.3,52.7,0.2,5.2,18.3,18.2,14.2,17.2,15.5,11.2,14.8,2023-02-19 10:10,3.9,4.6,76,-,2,34,44,267491,86,5906396,1980,6322,3,연신내역
여유,46.1,53.9,0.6,6.2,23.7,23.5,17.7,13.8,9.4,5.1,13.8,2023-02-19 10:10,4.4,4.3,79,-,2,35,41,121588,23,5906396,1980,6322,3,용산역
여유,46.6,53.4,0.3,5.3,30.5,17.5,15.1,12.8,10.1,8.4,16.5,2023-02-19 10:10,4.4,4.3,79,-,2,37,56,168426,63,5906396,1980,6322,3,왕십리역
여유,49.4,50.6,0.5,7.1,20,21.9,20.5,15.2,10,4.7,21.9,2023-02-19 10:10,4.7,4.5,74,-,2,35,38,219515,69,5906396,1980,6322,3,DMC(디지털미디어시티)
여유,47.6,52.4,0.4,6.8,16.3,15.5,16.1,19.4,15.3,10.1,24.3,2023-02-19 10:10,4.9,4.4,70,-,2,30,43,299133,105,5906396,1980,6322,3,창동 신경제 중심지
여유,53,47,0.3,4,32.3,19.7,13.2,12.7,10,7.7,17.1,2023-02-19 10:10,2.6,2.2,73,-,2,45,52,232386,67,5906396,1980,6322,3,노량진
여유,50.8,49.2,0.4,4.1,17.7,18,18.3,18.4,12.7,10.4,35.5,2023-02-19 10:10,4.3,3.7,78,-,2,38,52,78986,30,5906396,1980,6322,3,낙산공원·이화마을
여유,43.9,56.1,0,5,13.8,18.9,17.9,19.1,13.6,11.7,35.9,2023-02-19 10:10,4.3,3.7,78,-,2,43,55,78986,30,5906396,1980,6322,3,북촌한옥마을
여유,47.8,52.2,0.3,5.5,20.1,21.3,19.2,13.8,11,8.7,19,2023-02-19 10:10,4.4,4.3,79,-,2,37,51,300428,106,5906396,1980,6322,3,가로수길
여유,55.4,44.6,0.1,5,22.9,23,16.9,14.6,10.6,6.9,19.9,2023-02-19 10:10,4.4,4.3,79,-,2,37,56,168426,63,5906396,1980,6322,3,성수카페거리
여유,49,51,0.2,5.4,20.4,16.4,15.5,16.4,14,11.7,28.7,2023-02-19 10:10,4.4,4.3,68,-,2,28,40,159254,49,5906396,1980,6322,3,수유리 먹자골목
여유,46.6,53.4,0.2,5.1,16.4,17.3,14.7,18.2,15,13.1,24.7,2023-02-19 10:10,4.4,4.3,68,-,2,30,43,172706,60,5906396,1980,6322,3,쌍문동 맛집거리
여유,44.8,55.2,0.3,5.1,25.3,24.1,18.5,13.6,8.3,5,23.1,2023-02-19 10:10,4.4,4.3,79,-,2,37,51,300428,106,5906396,1980,6322,3,압구정로데오거리
여유,47.9,52.1,0.4,5.5,12.9,17.4,18.5,16.6,15.4,13.4,17.5,2023-02-19 10:10,4.4,4.9,76,-,2,37,49,238321,60,5906396,1980,6322,3,여의도
여유,50.3,49.7,0.3,4.3,26.2,22.3,13.6,15.4,12.3,5.7,16.7,2023-02-19 10:10,4.4,4.9,76,-,2,37,49,238321,60,5906396,1980,6322,3,영등포 타임스퀘어
여유,51.8,48.2,0.6,5.5,25.2,18.9,16.6,14.7,10.4,8,15.5,2023-02-19 10:10,4.3,3.7,78,-,2,43,55,78986,30,5906396,1980,6322,3,인사동·익선동
보통,43.7,56.3,0.8,12.3,15.2,18.9,27.8,13.6,7.3,4,4.8,2023-02-19 10:10,4.4,4.3,79,-,2,35,41,121588,23,5906396,1980,6322,3,국립중앙박물관·용산가족공원
여유,49.1,50.9,0.4,5.6,18.5,20.2,18.4,17.7,12.2,7,16.7,2023-02-19 10:10,4.3,3.7,78,-,2,0,0,121588,23,5906396,1980,6322,3,남산공원
여유,49.8,50.2,0.7,5.7,12.7,18.8,21.1,18,14.2,8.7,15.7,2023-02-19 10:10,4.4,4.3,79,-,2,45,53,203813,68,5906396,1980,6322,3,뚝섬한강공원
보통,52.3,47.7,0.7,6.1,13.9,20.6,22.8,16.4,11.6,8,13.8,2023-02-19 10:10,4.4,4.9,76,-,2,35,38,219515,69,5906396,1980,6322,3,망원한강공원
여유,53.6,46.4,0.7,7.8,12.8,21.8,20.8,17.7,13.1,5.4,2.1,2023-02-19 10:10,5,5.2,86,-,2,43,51,232255,72,5906396,1980,6322,3,반포한강공원
여유,45.9,54.1,0.5,5.6,11.8,17,18.5,19.2,14.8,12.5,31.9,2023-02-19 10:10,4.4,4.3,68,-,2,28,40,159254,49,5906396,1980,6322,3,북서울꿈의숲
여유,51.3,48.7,1.7,15,11.4,18.3,18.8,14.8,11.6,8.4,12.7,2023-02-19 10:10,4.4,5.2,81,-,2,43,51,159254,49,5906396,1980,6322,3,서울대공원
여유,49.5,50.5,0.5,6.1,13.3,20.8,19.8,18.2,14.2,7.1,10.6,2023-02-19 10:10,4.4,4.3,79,-,2,37,56,168426,63,5906396,1980,6322,3,서울숲공원
보통,50.8,49.2,0.7,5.9,11.8,17.6,22.1,18.4,11.7,12,6,2023-02-19 10:10,4.7,4.5,74,-,2,35,38,219515,69,5906396,1980,6322,3,월드컵공원
여유,48.5,51.5,0.3,6.6,12.4,18.2,22.2,19.2,14,7.1,9.2,2023-02-19 10:10,4.4,4.9,76,-,2,35,41,121588,23,5906396,1980,6322,3,이촌한강공원
여유,57,43,0.5,5.8,11.1,16.7,26.5,23.5,11.2,4.7,5.2,2023-02-19 10:10,4.8,5.1,78,-,2,32,44,386243,126,5906396,1980,6322,3,잠실종합운동장
여유,50.7,49.3,1.1,8.9,11.8,15.3,24.7,18.2,13.5,6.4,8.7,2023-02-19 10:10,4.7,4.3,76,-,2,32,44,386243,126,5906396,1980,6322,3,잠실한강공원
여유,47.3,52.7,0.3,6.4,23.8,29.7,20.8,11.9,5.3,1.7,13.8,2023-02-19 10:20,4.5,4.6,77,-,2,37,51,300428,106,5906396,1980,6322,3,강남 MICE 관광특구
여유,48.8,51.2,0.3,4,20.3,20.6,18.4,17.6,11.4,7.5,13.9,2023-02-19 10:20,4.2,3.3,76,-,2,43,55,70984,17,5906396,1980,6322,3,동대문 관광특구
여유,48.3,51.7,0.4,4.8,22.1,24,19.3,16.2,8.8,4.4,15.8,2023-02-19 10:20,4.2,3.3,76,-,2,0,0,70984,17,5906396,1980,6322,3,명동 관광특구
여유,49.5,50.5,0.7,3.4,24.7,26,16.8,12.8,8.7,6.8,23.7,2023-02-19 10:20,4.4,4,71,-,2,35,41,121588,23,5906396,1980,6322,3,이태원 관광특구
여유,44.8,55.2,1.3,22.3,16.6,19.6,16.8,11.4,7.7,4.3,13.6,2023-02-19 10:20,4.7,4.6,74,-,2,32,44,386243,126,5906396,1980,6322,3,잠실 관광특구
여유,52.4,47.6,0.3,5.6,21.1,16.6,16.2,18.1,13.2,8.8,14.6,2023-02-19 10:20,4.2,3.3,76,-,2,43,55,78986,30,5906396,1980,6322,3,종로·청계 관광특구
여유,44.4,55.6,0.3,9.1,30.2,21.3,14.2,12.3,7.3,5.3,17.1,2023-02-19 10:20,4.3,5,75,-,2,35,38,219515,69,5906396,1980,6322,3,홍대 관광특구
여유,46.5,53.5,0.8,9.5,14.6,17.1,19.6,17,12.3,9.1,20.7,2023-02-19 10:25,4.2,3.3,76,-,2,43,55,78986,30,5906396,1980,6322,3,경복궁·서촌마을
여유,46,54,0.7,6.7,15.8,17.8,21.8,17.3,11.1,8.8,11.5,2023-02-19 10:25,4.2,3.3,76,-,2,43,55,78986,30,5906396,1980,6322,3,광화문·덕수궁
여유,50.6,49.4,0.2,5.6,20.8,17.8,17.5,17.9,11.7,8.4,18.1,2023-02-19 10:25,4.2,3.8,74,-,2,43,55,78986,30,5906396,1980,6322,3,창덕궁·종묘
여유,55.1,44.9,0.5,3.5,19.6,20.6,18.6,18.5,12.4,6.3,16.9,2023-02-19 10:25,4.4,5.2,68,-,2,41,58,133944,43,5906396,1980,6322,3,가산디지털단지역
여유,49.3,50.7,0.1,7.4,27.8,24.4,16.9,11.7,7.2,4.4,14.3,2023-02-19 10:25,4.6,5,72,-,2,43,51,300428,106,5906396,1980,6322,3,강남역
여유,48.2,51.8,0.2,5.3,31.5,18.9,14.1,12.2,10,7.8,19,2023-02-19 10:25,4.8,5.4,70,-,2,45,53,203813,68,5906396,1980,6322,3,건대입구역
여유,44,56,0.2,7.7,22.3,18.2,17.9,17.3,10.6,5.8,15.4,2023-02-19 10:25,4.9,5,81,-,2,43,51,232255,72,5906396,1980,6322,3,고속터미널역
여유,49.1,50.9,0.3,8.8,17.7,20.9,20.7,15.7,9.5,6.5,14,2023-02-19 10:25,4.6,5,72,-,2,43,51,232255,72,5906396,1980,6322,3,교대역
여유,54.6,45.4,0.5,2.6,20.2,24.5,19,15.8,10.8,6.5,21.2,2023-02-19 10:25,4.4,5.2,68,-,2,41,58,236569,67,5906396,1980,6322,3,구로디지털단지역
여유,52,48,0.7,5.8,18,20.6,19.5,18.1,11.3,5.9,13,2023-02-19 10:25,4.2,3.8,74,-,2,0,0,70984,17,5906396,1980,6322,3,서울역
여유,49,51,0.4,7.8,18.4,23.8,20.7,14.7,8.8,5.3,18.4,2023-02-19 10:25,4.6,5,72,-,2,37,51,300428,106,5906396,1980,6322,3,선릉역
여유,45.1,54.9,0.3,5.2,18.7,21.1,16.6,15.1,14.2,8.8,13.7,2023-02-19 10:25,2.7,3.3,69,-,2,37,49,236569,67,5906396,1980,6322,3,신도림역
여유,51.8,48.2,0.1,4.8,35.1,23,13.1,11.4,7.9,4.7,15.2,2023-02-19 10:25,2.7,3.3,69,-,2,34,54,292521,110,5906396,1980,6322,3,신림역
여유,44.3,55.7,0.1,6.8,46.9,16.7,10.1,8.6,6.2,4.6,16.2,2023-02-19 10:25,4.3,4.4,74,-,2,33,47,219515,69,5906396,1980,6322,3,신촌·이대역
여유,51.9,48.1,0.2,4.9,26.5,24.8,18.2,13.4,6.5,5.4,17.9,2023-02-19 10:25,4.6,5,72,-,2,37,51,300428,106,5906396,1980,6322,3,역삼역
여유,46.5,53.5,0.3,5.5,18.6,17.2,14.6,17.4,14.3,11.9,13.8,2023-02-19 10:25,3.9,4,68,-,2,34,44,267491,86,5906396,1980,6322,3,연신내역
여유,46.9,53.1,0.8,5.9,22.1,23.5,19.5,13.9,8.5,5.7,13.4,2023-02-19 10:25,4.8,5.4,70,-,2,35,41,121588,23,5906396,1980,6322,3,용산역
