AREA_CONGEST_LVL,MALE_PPLTN_RATE,FEMALE_PPLTN_RATE,PPLTN_RATE_0,PPLTN_RATE_10,PPLTN_RATE_20,PPLTN_RATE_30,PPLTN_RATE_40,PPLTN_RATE_50,PPLTN_RATE_60,PPLTN_RATE_70,RESNT_PPLTN_RATE,PPLTN_TIME,TEMP,SENSIBLE_TEMP,HUMIDITY,PRECIPITATION,UV_INDEX_LVL,PM25,PM10,GU_CONFIRMED,GU_ADDED,CONFIRMED,ADDED,DIED,T_DIED,장소명
여유,47.1,52.9,0.4,6.3,30.3,16.8,14.3,13.2,10.1,8.6,15.7,2023-02-19 10:25,4.8,5.4,70,-,2,37,56,168426,63,5906396,1980,6322,3,왕십리역
여유,48.2,51.8,0.6,5.7,20.4,22.6,19.4,15.4,10.6,5.2,20.8,2023-02-19 10:25,5.7,5.6,67,-,2,35,38,219515,69,5906396,1980,6322,3,DMC(디지털미디어시티)
여유,47.4,52.6,0.5,6.9,16.5,15.6,16.5,19.2,15,9.9,24.6,2023-02-19 10:25,5.3,4.9,67,-,2,30,43,299133,105,5906396,1980,6322,3,창동 신경제 중심지
여유,53.7,46.3,0.2,4.4,32.2,18.7,13,14,9.9,7.5,17.5,2023-02-19 10:25,2.7,3.3,69,-,2,45,52,232386,67,5906396,1980,6322,3,노량진
여유,51.9,48.1,0.4,4.4,15.4,19.4,18.7,18,11.5,12.2,34.6,2023-02-19 10:25,4.2,3.8,74,-,2,38,52,78986,30,5906396,1980,6322,3,낙산공원·이화마을
여유,46.2,53.8,0,5.9,14,18.7,16.8,17.3,15.1,12.2,33.6,2023-02-19 10:25,4.2,3.8,74,-,2,43,55,78986,30,5906396,1980,6322,3,북촌한옥마을
여유,46.3,53.7,0.4,5.3,19.2,21.3,19.4,14.9,10.5,9,18.4,2023-02-19 10:25,4.8,5.4,70,-,2,37,51,300428,106,5906396,1980,6322,3,가로수길
여유,51.9,48.1,0.1,6.1,26.3,20.4,16.2,13.7,11,6.1,18.3,2023-02-19 10:25,4.8,5.4,70,-,2,37,56,168426,63,5906396,1980,6322,3,성수카페거리
여유,49,51,0.5,5.5,21.3,16,15.3,16.9,13.6,11,27.3,2023-02-19 10:25,4.3,4.3,65,-,2,28,40,159254,49,5906396,1980,6322,3,수유리 먹자골목
여유,46.6,53.4,0.2,5.7,15.9,17,14.4,18.8,14.5,13.4,22.1,2023-02-19 10:25,4.3,4.3,65,-,2,30,43,172706,60,5906396,1980,6322,3,쌍문동 맛집거리
여유,45.8,54.2,0.2,5.1,25.1,25.4,17.5,13.6,8.1,4.9,22.6,2023-02-19 10:25,4.8,5.4,70,-,2,37,51,300428,106,5906396,1980,6322,3,압구정로데오거리
여유,48.6,51.4,0.4,5.7,12.9,18.5,19.5,16.6,14.4,12,17.7,2023-02-19 10:25,4.3,4.4,74,-,2,37,49,238321,60,5906396,1980,6322,3,여의도
여유,51.2,48.8,0.2,5.1,25.6,22.2,13.2,17,12,4.8,16.4,2023-02-19 10:25,4.3,4.4,74,-,2,37,49,238321,60,5906396,1980,6322,3,영등포 타임스퀘어
여유,52.8,47.2,0.6,5.3,24.6,18.3,17.4,14.5,10.8,8.4,15.1,2023-02-19 10:25,4.2,3.8,74,-,2,43,55,78986,30,5906396,1980,6322,3,인사동·익선동
보통,43.5,56.5,1.5,10.7,12.4,17.4,29.9,16.5,7.6,3.9,4.4,2023-02-19 10:25,4.8,5.4,70,-,2,35,41,121588,23,5906396,1980,6322,3,국립중앙박물관·용산가족공원
여유,50.4,49.6,0.5,4,18,20.1,18.7,19,13,6.8,14.9,2023-02-19 10:25,4.2,3.8,74,-,2,0,0,121588,23,5906396,1980,6322,3,남산공원
여유,50.7,49.3,0.8,4.7,13.2,20.7,18.1,19,14.7,8.8,15.8,2023-02-19 10:25,4.8,5.4,70,-,2,45,53,203813,68,5906396,1980,6322,3,뚝섬한강공원
여유,50.3,49.7,0.6,5.7,13.6,22.8,19,17.2,12.7,8.4,13.8,2023-02-19 10:25,4.3,4.4,74,-,2,35,38,219515,69,5906396,1980,6322,3,망원한강공원
여유,52.7,47.3,0.7,3.6,9.9,21.4,28.7,18.3,11.6,5.9,2.6,2023-02-19 10:25,4.9,5,81,-,2,43,51,232255,72,5906396,1980,6322,3,반포한강공원
여유,47.4,52.6,0.4,5.6,12.5,18.1,17.6,18.9,15.1,11.9,31.7,2023-02-19 10:25,4.3,4.3,65,-,2,28,40,159254,49,5906396,1980,6322,3,북서울꿈의숲
여유,51.5,48.5,2,16.9,10.3,17.8,17.3,14.4,11.4,9.8,11.7,2023-02-19 10:25,4.6,5,72,-,2,43,51,159254,49,5906396,1980,6322,3,서울대공원
여유,48.7,51.3,0.8,6.1,13.9,22.5,18.2,18.7,13.6,6.4,10.9,2023-02-19 10:25,4.8,5.4,70,-,2,37,56,168426,63,5906396,1980,6322,3,서울숲공원
약간 붐빔,51.4,48.6,0.9,7.6,10.8,17.4,23.2,17.1,13.2,9.9,5.4,2023-02-19 10:25,5.7,5.6,67,-,2,35,38,219515,69,5906396,1980,6322,3,월드컵공원
여유,48.3,51.7,0.5,7.2,10,20,21,20.5,14.4,6.5,9.5,2023-02-19 10:25,4.3,4.4,74,-,2,35,41,121588,23,5906396,1980,6322,3,이촌한강공원
여유,55.5,44.5,0.7,5.9,9.5,18.2,28.5,22.1,10.1,5.1,5.3,2023-02-19 10:25,5.2,5.4,70,-,2,32,44,386243,126,5906396,1980,6322,3,잠실종합운동장
여유,50.3,49.7,0.9,8,10.6,18.1,27.3,17.8,11.4,5.9,8.2,2023-02-19 10:25,4.8,5,69,-,2,32,44,386243,126,5906396,1980,6322,3,잠실한강공원
여유,46.1,53.9,0.2,7.8,24.1,28.6,21,11.2,5.4,1.8,13.1,2023-02-19 10:30,4.6,5,72,-,2,37,51,300428,106,5906396,1980,6322,3,강남 MICE 관광특구
여유,49.4,50.6,0.3,4.1,19.5,21.4,17.8,17.9,11.8,7.3,14.4,2023-02-19 10:30,4.2,3.8,74,-,2,43,55,70984,17,5906396,1980,6322,3,동대문 관광특구
여유,47.1,52.9,0.5,4.9,21.4,23.8,19.9,15.3,9,5.2,16.4,2023-02-19 10:30,4.2,3.8,74,-,2,0,0,70984,17,5906396,1980,6322,3,명동 관광특구
여유,49.5,50.5,0.6,2.3,26.3,27.5,15.7,11.3,9,7.2,24.2,2023-02-19 10:30,4.8,5.4,70,-,2,35,41,121588,23,5906396,1980,6322,3,이태원 관광특구
여유,44.8,55.2,1,22.2,17.2,19.5,17,11.1,7.5,4.4,13,2023-02-19 10:30,4.8,5,69,-,2,32,44,386243,126,5906396,1980,6322,3,잠실 관광특구
여유,53.2,46.8,0.3,5.8,21.2,16,17.2,17.3,13.5,8.7,14.6,2023-02-19 10:30,4.2,3.8,74,-,2,43,55,78986,30,5906396,1980,6322,3,종로·청계 관광특구
여유,43.9,56.1,0.3,9.7,30.2,21.6,14.6,11.3,7.1,5.3,16.8,2023-02-19 10:30,4.3,4.4,74,-,2,35,38,219515,69,5906396,1980,6322,3,홍대 관광특구
여유,47,53,1,8.5,15.4,17.3,19.5,17.1,11.9,9.4,21.1,2023-02-19 10:30,4.2,3.8,74,-,2,43,55,78986,30,5906396,1980,6322,3,경복궁·서촌마을
여유,46.7,53.3,0.8,8.6,13.5,18.3,22.7,17,10.6,8.6,11.1,2023-02-19 10:30,4.2,3.8,74,-,2,43,55,78986,30,5906396,1980,6322,3,광화문·덕수궁
여유,50,50,0.4,6.1,21.4,16.8,18.6,17.4,11.3,8.1,17.1,2023-02-19 10:30,4.2,3.8,74,-,2,43,55,78986,30,5906396,1980,6322,3,창덕궁·종묘
여유,55.5,44.5,0.4,3.9,18.3,22,17.5,19.1,12.5,6.2,16.7,2023-02-19 10:30,4.4,5.2,68,-,2,41,58,133944,43,5906396,1980,6322,3,가산디지털단지역
여유,48.8,51.2,0.2,7.4,27.7,24.6,17.4,10.8,7,4.9,13.6,2023-02-19 10:30,4.6,5,72,-,2,43,51,300428,106,5906396,1980,6322,3,강남역
여유,46.9,53.1,0.2,5.1,30.8,20.2,14,12.8,9.7,7.4,18.4,2023-02-19 10:30,4.8,5.4,70,-,2,45,53,203813,68,5906396,1980,6322,3,건대입구역
여유,43.4,56.6,0.4,7.6,21.6,18.2,19.2,16.8,10.2,6,14.9,2023-02-19 10:30,4.9,5,81,-,2,43,51,232255,72,5906396,1980,6322,3,고속터미널역
여유,48.9,51.1,0.3,9.6,17.8,20.4,19.9,14.9,10.7,6.4,14.5,2023-02-19 10:30,4.6,5,72,-,2,43,51,232255,72,5906396,1980,6322,3,교대역
여유,55.1,44.9,0.3,2.8,20,23.8,19.2,17.3,11,5.6,20.8,2023-02-19 10:30,4.4,5.2,68,-,2,41,58,236569,67,5906396,1980,6322,3,구로디지털단지역
여유,51.2,48.8,0.4,6.6,19.3,20,19.4,17.9,10.2,6,13.4,2023-02-19 10:30,4.2,3.8,74,-,2,0,0,70984,17,5906396,1980,6322,3,서울역
여유,49.4,50.6,0.5,7.9,18,22.8,20.7,15.9,9.2,5,17.7,2023-02-19 10:30,4.6,5,72,-,2,37,51,300428,106,5906396,1980,6322,3,선릉역
여유,44.4,55.6,0.1,7.2,21.5,19.2,16.2,14.3,13.1,8.3,12.5,2023-02-19 10:30,2.7,3.3,69,-,2,37,49,236569,67,5906396,1980,6322,3,신도림역
여유,52.7,47.3,0.1,4.3,36,23.1,12.2,11.5,7.7,5.1,16.2,2023-02-19 10:30,2.7,3.3,69,-,2,34,54,292521,110,5906396,1980,6322,3,신림역
여유,44.5,55.5,0.1,6.8,46.5,17,9.7,8.8,6.2,4.8,16,2023-02-19 10:30,4.3,4.4,74,-,2,33,47,219515,69,5906396,1980,6322,3,신촌·이대역
여유,51.4,48.6,0.4,5,26.9,24.3,17.7,13.4,6.7,5.7,17.7,2023-02-19 10:30,4.6,5,72,-,2,37,51,300428,106,5906396,1980,6322,3,역삼역
여유,46.2,53.8,0.2,5.3,18.3,18.1,14.4,17.5,14.1,12.2,13.8,2023-02-19 10:30,3.9,4,68,-,2,34,44,267491,86,5906396,1980,6322,3,연신내역
여유,45.3,54.7,1,6.6,21.4,21.8,20.1,14.4,8.8,5.9,12.9,2023-02-19 10:30,4.8,5.4,70,-,2,35,41,121588,23,5906396,1980,6322,3,용산역
여유,47,53,0.3,6,29.7,18,15.2,12.5,10.1,8.2,15.2,2023-02-19 10:30,4.8,5.4,70,-,2,37,56,168426,63,5906396,1980,6322,3,왕십리역
여유,49.9,50.1,0.4,7.1,19.8,22.7,19.9,14.6,10.5,5,21.2,2023-02-19 10:30,5.7,5.6,67,-,2,35,38,219515,69,5906396,1980,6322,3,DMC(디지털미디어시티)
여유,46.5,53.5,0.5,7,17.5,15.2,15.4,18.4,15.5,10.5,21.8,2023-02-19 10:30,5.3,4.9,67,-,2,30,43,299133,105,5906396,1980,6322,3,창동 신경제 중심지
여유,54.4,45.6,0.2,4.3,32.7,19.4,13.8,13.2,9.4,7.1,18.2,2023-02-19 10:30,2.7,3.3,69,-,2,45,52,232386,67,5906396,1980,6322,3,노량진
여유,53.5,46.5,0.7,4.8,17.2,18.2,15.9,19.1,13.5,10.7,36.3,2023-02-19 10:30,4.2,3.8,74,-,2,38,52,78986,30,5906396,1980,6322,3,낙산공원·이화마을
여유,47.6,52.4,0,5.9,12.4,19.3,17.7,18.3,16,10.4,33.7,2023-02-19 10:30,4.2,3.8,74,-,2,43,55,78986,30,5906396,1980,6322,3,북촌한옥마을
여유,46.9,53.1,0.5,5.8,18.7,21.5,18.6,15.5,10.1,9.3,17.9,2023-02-19 10:30,4.8,5.4,70,-,2,37,51,300428,106,5906396,1980,6322,3,가로수길
여유,51.1,48.9,0,8.1,24.5,22.6,15.6,12.9,9.7,6.6,19.4,2023-02-19 10:30,4.8,5.4,70,-,2,37,56,168426,63,5906396,1980,6322,3,성수카페거리
여유,49,51,0.3,5.1,21,15.9,15.9,17.2,13.2,11.4,27.5,2023-02-19 10:30,4.3,4.3,65,-,2,28,40,159254,49,5906396,1980,6322,3,수유리 먹자골목
여유,45.5,54.5,0.3,4.6,17.9,17,14.2,17.4,14.8,13.7,21.5,2023-02-19 10:30,4.3,4.3,65,-,2,30,43,172706,60,5906396,1980,6322,3,쌍문동 맛집거리
여유,46,54,0.1,4.4,25.4,25.8,18.1,13.3,8.3,4.4,22.7,2023-02-19 10:30,4.8,5.4,70,-,2,37,51,300428,106,5906396,1980,6322,3,압구정로데오거리
여유,48.8,51.2,0.5,5.8,13,19.2,19.3,16.3,14.2,11.7,17.7,2023-02-19 10:30,4.3,4.4,74,-,2,37,49,238321,60,5906396,1980,6322,3,여의도
여유,49.8,50.2,0.2,4.4,24.6,21.5,12.1,17.6,13.5,6.1,15.2,2023-02-19 10:30,4.3,4.4,74,-,2,37,49,238321,60,5906396,1980,6322,3,영등포 타임스퀘어
여유,53,47,0.5,5.9,24.8,18.9,16.6,14.4,10.8,8.2,15.5,2023-02-19 10:30,4.2,3.8,74,-,2,43,55,78986,30,5906396,1980,6322,3,인사동·익선동
보통,41.8,58.2,1.3,11.5,12.9,17.7,26.9,16.3,8.5,4.8,4.7,2023-02-19 10:30,4.8,5.4,70,-,2,35,41,121588,23,5906396,1980,6322,3,국립중앙박물관·용산가족공원
여유,48.3,51.7,0.5,4.3,17.4,20.7,19,18.4,13,6.8,14.6,2023-02-19 10:30,4.2,3.8,74,-,2,0,0,121588,23,5906396,1980,6322,3,남산공원
여유,51.6,48.4,0.7,4.6,12.9,22.3,18.8,17.9,15.2,7.6,13.5,2023-02-19 10:30,4.8,5.4,70,-,2,45,53,203813,68,5906396,1980,6322,3,뚝섬한강공원
보통,51,49,0.3,7.5,13.3,21.4,20.6,17.1,12,7.7,12.8,2023-02-19 10:30,4.3,4.4,74,-,2,35,38,219515,69,5906396,1980,6322,3,망원한강공원
여유,52.6,47.4,0.4,5.6,12,21,25.1,20.5,9.6,5.8,2.4,2023-02-19 10:30,4.9,5,81,-,2,43,51,232255,72,5906396,1980,6322,3,반포한강공원
여유,46.4,53.6,0.4,5.8,11.2,18.2,17.7,19.2,15.1,12.4,31.4,2023-02-19 10:30,4.3,4.3,65,-,2,28,40,159254,49,5906396,1980,6322,3,북서울꿈의숲
여유,50,50,2,13.8,10.7,18.2,18.9,13.6,12,10.7,11.2,2023-02-19 10:30,4.6,5,72,-,2,43,51,159254,49,5906396,1980,6322,3,서울대공원
여유,48.5,51.5,0.6,6.9,15.4,21.5,18.4,17.9,12.8,6.6,10.1,2023-02-19 10:30,4.8,5.4,70,-,2,37,56,168426,63,5906396,1980,6322,3,서울숲공원
보통,48.7,51.3,1,7.8,10.5,18.3,22.3,17.5,13.9,8.8,5,2023-02-19 10:30,5.7,5.6,67,-,2,35,38,219515,69,5906396,1980,6322,3,월드컵공원
여유,49.2,50.8,0.7,6.4,10.1,20.8,21.7,20.6,12.8,6.8,8.6,2023-02-19 10:30,4.3,4.4,74,-,2,35,41,121588,23,5906396,1980,6322,3,이촌한강공원
여유,56.8,43.2,0.9,7.4,9,17.8,29.9,19.6,10,5.4,4.4,2023-02-19 10:30,5.2,5.4,70,-,2,32,44,386243,126,5906396,1980,6322,3,잠실종합운동장
여유,51.2,48.8,0.9,7,10.5,18.2,26.8,16.9,12.1,7.5,7.6,2023-02-19 10:30,4.8,5,69,-,2,32,44,386243,126,5906396,1980,6322,3,잠실한강공원
여유,46.4,53.6,0.3,7.4,24,29.8,20.7,11.1,4.9,1.8,12.5,2023-02-19 10:35,4.5,4.5,70,-,2,31,47,300428,106,5906396,1980,6322,3,강남 MICE 관광특구
여유,49.3,50.7,0.2,4.9,19.7,21.2,17.6,17.3,11.7,7.5,12.9,2023-02-19 10:35,4.2,3.2,69,-,2,35,45,70984,17,5906396,1980,6322,3,동대문 관광특구
여유,46.9,53.1,0.6,5.3,21.2,23.9,20.5,14.8,8.9,4.8,16.3,2023-02-19 10:35,4.2,3.2,69,-,2,0,0,70984,17,5906396,1980,6322,3,명동 관광특구
여유,47.7,52.3,0.6,2.6,26.7,26.1,16.4,12,8.8,6.6,23.8,2023-02-19 10:35,4.6,4.7,67,-,2,29,41,121588,23,5906396,1980,6322,3,이태원 관광특구
여유,44.5,55.5,1,21.8,17.2,20.2,17.2,11,7.3,4.3,13.1,2023-02-19 10:35,4.8,4.8,66,-,2,32,48,386243,126,5906396,1980,6322,3,잠실 관광특구
여유,53.7,46.3,0.3,6,20.4,16.3,17,17.6,13.4,9,15,2023-02-19 10:35,4.2,3.2,69,-,2,35,45,78986,30,5906396,1980,6322,3,종로·청계 관광특구
여유,43.3,56.7,0.3,9.3,29.7,22,14.9,11.5,6.9,5.4,16.7,2023-02-19 10:35,4.5,4.7,70,-,2,28,32,219515,69,5906396,1980,6322,3,홍대 관광특구
여유,47.2,52.8,1.2,8.9,14.9,17.7,19.1,17.9,12,8.2,20.7,2023-02-19 10:35,4.2,3.2,69,-,2,35,45,78986,30,5906396,1980,6322,3,경복궁·서촌마을
여유,46.9,53.1,0.8,7.8,14.2,18.5,22.1,17.6,10.8,8.2,10.5,2023-02-19 10:35,4.2,3.2,69,-,2,35,45,78986,30,5906396,1980,6322,3,광화문·덕수궁
여유,47.9,52.1,0.3,5.4,20.3,17.7,18.4,18.3,11.6,8,17.1,2023-02-19 10:35,4.2,3.2,69,-,2,35,45,78986,30,5906396,1980,6322,3,창덕궁·종묘
여유,53.8,46.2,0.2,3,19.2,21.3,17.5,19.7,12.5,6.6,15.2,2023-02-19 10:35,4.3,4.8,66,-,2,23,34,133944,43,5906396,1980,6322,3,가산디지털단지역
여유,48.7,51.3,0.2,7.3,28.3,24.6,17.3,10.7,7.3,4.3,14.3,2023-02-19 10:35,4.5,4.5,70,-,2,34,42,300428,106,5906396,1980,6322,3,강남역
여유,46.7,53.3,0.2,5.8,31.8,19.5,13.5,12.6,9.7,7,19.1,2023-02-19 10:35,4.6,4.7,67,-,2,38,47,203813,68,5906396,1980,6322,3,건대입구역
여유,42.8,57.2,0.4,7.5,21.1,18.6,19.1,16.4,10.8,6.1,14.3,2023-02-19 10:35,5,4.9,80,-,2,34,42,232255,72,5906396,1980,6322,3,고속터미널역
여유,49.7,50.3,0.3,9.8,19.2,20.4,19.5,15.1,10.4,5.3,13.8,2023-02-19 10:35,4.5,4.5,70,-,2,34,42,232255,72,5906396,1980,6322,3,교대역
여유,54.5,45.5,0.3,2.5,19.5,24.4,19.9,16.1,10.7,6.6,20.5,2023-02-19 10:35,4.3,4.8,66,-,2,23,34,236569,67,5906396,1980,6322,3,구로디지털단지역
여유,50,50,0.4,5.1,18.7,23.5,19.2,17.2,10.3,5.8,13.2,2023-02-19 10:35,4.2,3.2,69,-,2,0,0,70984,17,5906396,1980,6322,3,서울역
여유,50.4,49.6,0.4,8.4,18.9,22.4,20,15.2,9.6,5,18.1,2023-02-19 10:35,4.5,4.5,70,-,2,31,47,300428,106,5906396,1980,6322,3,선릉역
여유,39.9,60.1,0.2,7.7,22.8,21.1,14.7,13.1,12.6,7.7,15.5,2023-02-19 10:40,3.1,3.1,64,-,2,26,39,236569,67,5906396,1980,6322,3,신도림역
여유,52.8,47.2,0.1,4.1,35,22,13.2,11.8,8.5,5.3,15.2,2023-02-19 10:40,3.1,3.1,64,-,2,28,48,292521,110,5906396,1980,6322,3,신림역
여유,44.4,55.6,0.1,7.2,46,17.2,9.6,9.1,5.9,5.1,16.8,2023-02-19 10:40,4.5,4.7,70,-,2,32,44,219515,69,5906396,1980,6322,3,신촌·이대역
여유,52.4,47.6,0.2,4.6,27.2,23.8,18.1,12.7,8.4,5.1,18.2,2023-02-19 10:40,4.5,4.5,70,-,2,31,47,300428,106,5906396,1980,6322,3,역삼역
여유,46.5,53.5,0.4,4.9,19.8,17.5,13.9,16.3,14.9,12.3,13.4,2023-02-19 10:40,3.9,3.7,65,-,2,35,40,267491,86,5906396,1980,6322,3,연신내역
여유,44.5,55.5,0.8,7.3,22.5,24.1,17.7,14,8.3,5.4,11.2,2023-02-19 10:40,4.6,4.7,67,-,2,29,41,121588,23,5906396,1980,6322,3,용산역
여유,47.9,52.1,0.3,6.4,30.5,17.6,14.8,12.3,9.6,8.5,15.4,2023-02-19 10:40,4.6,4.7,67,-,2,32,50,168426,63,5906396,1980,6322,3,왕십리역
여유,48.5,51.5,0.4,7.5,20.6,22,19.7,14.1,11.1,4.7,21,2023-02-19 10:40,5.3,4.9,64,-,2,28,32,219515,69,5906396,1980,6322,3,DMC(디지털미디어시티)
여유,46.4,53.6,0.5,7.7,15.8,15.6,16,18.8,15.3,10.4,22.4,2023-02-19 10:40,5.4,5.2,64,-,2,32,36,299133,105,5906396,1980,6322,3,창동 신경제 중심지
여유,52.9,47.1,0.4,5.2,32,20.5,13.2,12.2,9,7.5,17.3,2023-02-19 10:40,3.1,3.1,64,-,2,38,48,232386,67,5906396,1980,6322,3,노량진
여유,51,49,0.6,5.1,16.7,17.6,16.8,18.8,12.7,11.7,35.2,2023-02-19 10:40,4.2,3.2,69,-,2,33,49,78986,30,5906396,1980,6322,3,낙산공원·이화마을
여유,44.1,55.9,0.4,5.8,13.5,19.3,16.8,17.5,15.8,11,31.9,2023-02-19 10:40,4.2,3.2,69,-,2,35,45,78986,30,5906396,1980,6322,3,북촌한옥마을
여유,46.6,53.4,0.5,6,19.1,21.1,19.4,13.9,10.9,9,17.4,2023-02-19 10:40,4.6,4.7,67,-,2,31,47,300428,106,5906396,1980,6322,3,가로수길
여유,52.2,47.8,0.1,5.7,27.8,23.7,14,13.4,10,5.2,18.3,2023-02-19 10:40,4.6,4.7,67,-,2,32,50,168426,63,5906396,1980,6322,3,성수카페거리
여유,47.7,52.3,0.4,4.7,20.7,15.9,16.1,16.9,13.7,11.4,26.9,2023-02-19 10:40,4.1,4,65,-,2,30,41,159254,49,5906396,1980,6322,3,수유리 먹자골목
여유,45.2,54.8,0.4,6.5,17.3,16.2,15,17.5,15.2,11.9,23.1,2023-02-19 10:40,4.1,4,65,-,2,32,36,172706,60,5906396,1980,6322,3,쌍문동 맛집거리
여유,44.3,55.7,0.3,4.9,25.2,24.4,17.9,13.4,8.7,5.1,22.3,2023-02-19 10:40,4.6,4.7,67,-,2,31,47,300428,106,5906396,1980,6322,3,압구정로데오거리
여유,48.3,51.7,0.6,6.2,13.5,19.6,19.3,16,13.6,11.2,17.1,2023-02-19 10:40,4.5,4.7,70,-,2,26,39,238321,60,5906396,1980,6322,3,여의도
여유,49.7,50.3,0.2,4.4,23.9,23.6,14.2,16.9,11.9,4.9,15.9,2023-02-19 10:40,4.5,4.7,70,-,2,26,39,238321,60,5906396,1980,6322,3,영등포 타임스퀘어
여유,52.5,47.5,0.8,5.4,25,19.7,16.1,13.9,10.5,8.6,15,2023-02-19 10:40,4.2,3.2,69,-,2,35,45,78986,30,5906396,1980,6322,3,인사동·익선동
보통,44.6,55.4,1.4,10,13,17.6,26.5,16.1,10.4,4.9,6.2,2023-02-19 10:40,4.6,4.7,67,-,2,29,41,121588,23,5906396,1980,6322,3,국립중앙박물관·용산가족공원
여유,48.6,51.4,0.6,5.5,16.7,21.6,17.9,18.3,12.8,6.6,14.3,2023-02-19 10:40,4.2,3.2,69,-,2,0,0,121588,23,5906396,1980,6322,3,남산공원
여유,48.5,51.5,0.8,6.2,13.1,22,18.4,17.7,13.7,8.1,14.1,2023-02-19 10:40,4.6,4.7,67,-,2,38,47,203813,68,5906396,1980,6322,3,뚝섬한강공원
여유,49.8,50.2,0.9,6.2,13.2,21.4,21.2,17.7,12.1,7.2,13.6,2023-02-19 10:40,4.5,4.7,70,-,2,28,32,219515,69,5906396,1980,6322,3,망원한강공원
여유,53.7,46.3,0.1,5.5,11.6,18.9,25.6,20.2,13.1,5,2.2,2023-02-19 10:40,5,4.9,80,-,2,34,42,232255,72,5906396,1980,6322,3,반포한강공원
여유,48.6,51.4,0.7,5.4,11.4,17,19.1,19.6,15.2,11.6,30.7,2023-02-19 10:40,4.1,4,65,-,2,30,41,159254,49,5906396,1980,6322,3,북서울꿈의숲
여유,51.1,48.9,2.1,14.6,10.3,17.1,20.3,13.7,11.7,10.2,10.2,2023-02-19 10:40,4.5,4.5,70,-,2,34,42,159254,49,5906396,1980,6322,3,서울대공원
여유,48.3,51.7,1,7.7,14.6,21.4,17.3,18.9,13.5,5.7,9.7,2023-02-19 10:40,4.6,4.7,67,-,2,32,50,168426,63,5906396,1980,6322,3,서울숲공원
약간 붐빔,50.5,49.5,1.2,7.8,10.1,18.8,22.4,18.4,12.1,9.1,5.2,2023-02-19 10:40,5.3,4.9,64,-,2,28,32,219515,69,5906396,1980,6322,3,월드컵공원
여유,49.9,50.1,0.8,7.9,12.2,19.5,21.4,16.9,13.3,8.1,7.7,2023-02-19 10:40,4.5,4.7,70,-,2,29,41,121588,23,5906396,1980,6322,3,이촌한강공원
여유,57,43,0.7,7.5,8.2,22,26,22.5,8.3,4.8,4.9,2023-02-19 10:40,5.1,5.1,70,-,2,32,48,386243,126,5906396,1980,6322,3,잠실종합운동장
보통,51.6,48.4,0.9,8.5,10.8,19.8,25.8,18,11,5.2,7,2023-02-19 10:40,4.8,4.8,66,-,2,32,48,386243,126,5906396,1980,6322,3,잠실한강공원
